# Format: McCode with text headers
# URL: http://www.mccode.org
# Creator: McStas 2.5 - Dec. 12, 2018
# Instrument: ESS_BEER_MCPL.instr
# Ncount: 500000
# Trace: no
# Gravitation: no
# Seed: 1557961022
# Directory: /Users/andrewsazonov/Desktop/MacStas/BEER/ESS_BEER_MCPL_20190515_131743
# Param: input=BEER_MR.mcpl
# Param: repetition=50
# Param: pwdfile=duplex.laz
# Param: lc=6.65
# Param: lam0=2
# Param: dlam=1.8
# Param: omega=45
# Param: chi=90
# Param: colw=1
# Param: modul=0
# Param: mod_frq=2240
# Param: mod_twidth=0.0029
# Param: mod_shift=0
# Param: only_event=-1
# Param: pinc=0.1
# Param: ptra=0
# Param: strain=0
# Param: ustrain=0
# Date: Wed May 15 13:17:44 2019 (1557919064)
# type: array_1d(3000)
# Source: ESS_BEER_MCPL (ESS_BEER_MCPL.instr)
# component: dhklmon
# position: 0 0 0.04
# title: ToF to dhkl detector
# Ncount: 500000
# filename: dhkl.dat
# statistics: X0=1.79624; dX=0.376197;
# signal: Min=0; Max=8.00575; Mean=0.0903201;
# values: 270.96 3.82135 12625
# xvar: d
# yvar: (I,I_err)
# xlabel: dhkl [AA]
# ylabel: Intensity
# xlimits: 0.8 2.4
# variables: d I I_err N
0.8002666667 0 0 0 
0.8008 0 0 0 
0.8013333333 0 0 0 
0.8018666667 0 0 0 
0.8024 0 0 0 
0.8029333333 0.002288051804 0.002059205344 2 
0.8034666667 0 0 0 
0.804 0 0 0 
0.8045333333 0 0 0 
0.8050666667 0.001557829508 0.001557829508 1 
0.8056 0 0 0 
0.8061333333 0 0 0 
0.8066666667 0 0 0 
0.8072 0.002687992546 0.002687992546 1 
0.8077333333 0 0 0 
0.8082666667 0 0 0 
0.8088 0 0 0 
0.8093333333 0 0 0 
0.8098666667 0 0 0 
0.8104 0 0 0 
0.8109333333 0.008873071087 0.005683673426 3 
0.8114666667 0 0 0 
0.812 0 0 0 
0.8125333333 0 0 0 
0.8130666667 0.002633519559 0.002633519559 1 
0.8136 0.03580289857 0.03580289857 1 
0.8141333333 0.07177223344 0.05075615694 2 
0.8146666667 0.190607005 0.09014001984 5 
0.8152 0.3324975796 0.1136302594 10 
0.8157333333 0.189111714 0.07584882023 8 
0.8162666667 0.3074123059 0.1092989378 8 
0.8168 0.08301574356 0.05894766702 4 
0.8173333333 0.1450839916 0.07602263662 5 
0.8178666667 0.05148266105 0.03685894414 2 
0.8184 0 0 0 
0.8189333333 0 0 0 
0.8194666667 0.002277786204 0.002277786204 1 
0.82 0 0 0 
0.8205333333 0 0 0 
0.8210666667 0 0 0 
0.8216 0 0 0 
0.8221333333 0.003741022905 0.003741022905 1 
0.8226666667 0 0 0 
0.8232 0 0 0 
0.8237333333 0 0 0 
0.8242666667 0 0 0 
0.8248 0.007459178601 0.005495189256 2 
0.8253333333 0 0 0 
0.8258666667 0 0 0 
0.8264 0.004591023337 0.004591023337 1 
0.8269333333 0 0 0 
0.8274666667 0 0 0 
0.828 0 0 0 
0.8285333333 0 0 0 
0.8290666667 0 0 0 
0.8296 0 0 0 
0.8301333333 0.01862320159 0.01229599631 3 
0.8306666667 0.001505366944 0.001505366944 1 
0.8312 0 0 0 
0.8317333333 0.01824879754 0.01824879754 1 
0.8322666667 0.1247935511 0.04405594838 11 
0.8328 0.1547698305 0.05191454833 11 
0.8333333333 0.117695039 0.04208888411 10 
0.8338666667 0.1443773989 0.04068217436 15 
0.8344 0.08096996161 0.03346172364 8 
0.8349333333 0.1963244879 0.1102697596 6 
0.8354666667 0.08309980388 0.04444406597 4 
0.836 0.2443649129 0.1118856349 7 
0.8365333333 0.36393005 0.1137792224 12 
0.8370666667 0.2661036408 0.09773659291 10 
0.8376 0.2972984412 0.1102661119 9 
0.8381333333 0.2146105078 0.0916519017 8 
0.8386666667 0.08119537336 0.06682078328 2 
0.8392 0.05495697346 0.06352095716 2 
0.8397333333 0 0 0 
0.8402666667 0 0 0 
0.8408 0 0 0 
0.8413333333 0 0 0 
0.8418666667 0.003079046164 0.003079046164 1 
0.8424 0 0 0 
0.8429333333 0.002052049244 0.002052049244 1 
0.8434666667 0 0 0 
0.844 0.001426720251 0.001426720251 1 
0.8445333333 0.002569366027 0.002569366027 1 
0.8450666667 0 0 0 
0.8456 0 0 0 
0.8461333333 0 0 0 
0.8466666667 0 0 0 
0.8472 0 0 0 
0.8477333333 0 0 0 
0.8482666667 0 0 0 
0.8488 0 0 0 
0.8493333333 0.00272191845 0.00272191845 1 
0.8498666667 0 0 0 
0.8504 0 0 0 
0.8509333333 0.001137429568 0.001137429568 1 
0.8514666667 0.0005183031577 0.0005183031577 1 
0.852 0 0 0 
0.8525333333 0 0 0 
0.8530666667 0 0 0 
0.8536 0 0 0 
0.8541333333 0.002061919362 0.002061919362 1 
0.8546666667 0 0 0 
0.8552 0.002880212402 0.002880212402 1 
0.8557333333 0 0 0 
0.8562666667 0 0 0 
0.8568 0.002740579119 0.002740579119 1 
0.8573333333 0 0 0 
0.8578666667 0 0 0 
0.8584 0.00186439723 0.00186439723 1 
0.8589333333 0 0 0 
0.8594666667 0 0 0 
0.86 0.0003597937064 0.0003597937064 1 
0.8605333333 0 0 0 
0.8610666667 0 0 0 
0.8616 0 0 0 
0.8621333333 0.003233942823 0.003233942823 1 
0.8626666667 0 0 0 
0.8632 0.005460737735 0.005460737735 1 
0.8637333333 0 0 0 
0.8642666667 0 0 0 
0.8648 0 0 0 
0.8653333333 0.001397075436 0.001397075436 1 
0.8658666667 0 0 0 
0.8664 0 0 0 
0.8669333333 0.0005894280883 0.0005894280883 1 
0.8674666667 0.001895973533 0.001895973533 1 
0.868 0 0 0 
0.8685333333 0 0 0 
0.8690666667 0.006997587725 0.005200540433 2 
0.8696 0 0 0 
0.8701333333 0 0 0 
0.8706666667 0 0 0 
0.8712 0.007272815213 0.005710880454 2 
0.8717333333 0 0 0 
0.8722666667 0.00844446047 0.004557900655 4 
0.8728 0.006612182582 0.004851937476 2 
0.8733333333 0 0 0 
0.8738666667 0 0 0 
0.8744 0.0002383942188 0.0002383942188 1 
0.8749333333 0.006134528874 0.003659835092 3 
0.8754666667 0 0 0 
0.876 0.006325499297 0.004611594111 2 
0.8765333333 0 0 0 
0.8770666667 0.003541449201 0.002652188466 2 
0.8776 0 0 0 
0.8781333333 3.006956374e-06 3.006956374e-06 1 
0.8786666667 0 0 0 
0.8792 0 0 0 
0.8797333333 0 0 0 
0.8802666667 0 0 0 
0.8808 0.003916679086 0.002771812455 2 
0.8813333333 0 0 0 
0.8818666667 0 0 0 
0.8824 0 0 0 
0.8829333333 0 0 0 
0.8834666667 0.002359046765 0.002359046765 1 
0.884 0.003241087268 0.003241087268 1 
0.8845333333 0 0 0 
0.8850666667 0 0 0 
