!Default Powder Pattern; NEUTRONS:  => lambda,Ls:  0.1000 9999.0
    2.0000    0.0100  170.0000
     418477.8125     400377.4062     382115.3125     363788.1875     345488.4375     327303.5312     309316.2188     291602.7188
     274233.0938     257271.0469     240773.4844     224790.3125     209364.5000     194532.0000     180323.0312     166760.1406
     153860.4531     141634.9688     130089.2422     119224.6094     109035.8516      99515.8594      90652.8516      82432.4141
      74837.5078      67849.1172      61446.5352      55608.1719      50311.8008      45534.9414      41255.8242      37452.2695
      34104.0391      31191.7695      28697.8262      26606.2910      24903.3301      23577.2988      22618.9434      22021.5957
      21781.0859      21895.9629      22367.4668      23199.5137      24398.7227      25974.2832      27937.9434      30303.7871
      33088.2148      36309.6406      39988.1680      44145.6328      48805.1133      53990.5977      59726.6914      66038.1953
      72949.7422      80485.1250      88667.2656      97517.2734     107054.6484     117294.9688     128251.0234     139933.3750
     152345.9219     165490.2031     179360.2500     193946.7188     209231.8750     225192.9219     241800.0000     259016.1406
     276797.5312     295092.6875     313843.3125     332984.1250     352443.0312     372141.4062     391995.1875     411913.1875
     431800.8438     451559.3125     471086.8125     490278.6562     509029.5938     527233.6250     544786.5625     561584.9375
     577530.5000     592527.9375     606488.5625     619329.6875     630979.0000     641370.5625     650450.4375     658175.5000
     664514.1250     669446.8750     672968.6250     675085.2500     675818.5625     675200.7500     673279.0625     670112.5000
     665771.1875     660336.3125     653899.2500     646559.7500     638424.5000     629606.1875     620223.3125     610395.6250
     600246.1875     589896.5000     579468.1250     569078.3125     558841.5625     548865.1875     539249.7500     530088.0000
     521464.4688     513451.4375     506111.5938     499495.9688     493643.2500     488579.5938     484319.1562     480863.0938
     478200.2500     476307.7188     475151.1562     474684.7188     474853.3750     475592.2500     476828.6250     478483.0312
     480468.4688     482694.5938     485068.0625     487492.2188     489870.8438     492107.4375     494108.0312     495780.8438
     497039.5312     497803.0000     497995.1875     497549.1562     496405.5000     494514.2812     491834.3750     488335.1562
     483995.4062     478804.7188     472762.6250     465878.2812     458169.9062     449665.6562     440401.6250     430421.4688
     419775.9062     408521.8750     396722.4062     384443.2500     371755.3750     358730.9062     345445.7500     331974.4375
     318394.2188     304779.0312     291204.4688     277740.9375     264459.1562     251424.5781     238699.6406     226342.8750
     214408.5312     202945.6406     191998.7188     181607.0781     171804.8125     162620.8906     154079.3594     146198.7969
